Recipe Name,Directions
The Best Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). In a large bowl, cream together the butter flavored shortening, brown sugar and white sugar until smooth. Beat in the eggs, one at a time, then stir in the vanilla. Combine the flour, baking soda and salt; stir into the creamed mixture. Finally, fold in the chocolate chips, coconut and macadamia nuts. Roll dough into 1 inch balls and place them 2 inches apart onto ungreased cookie sheets.Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely. Enjoy!   they will be chewy.  If you like them crispy, increase the cooking time to about 12 minutes.                 "
The Best Double Chocolate Chip Cookie,"Preheat the oven to 375 degrees F (190 degrees C). Grease cookie sheets. In a medium bowl, cream together the margarine, white sugar and brown sugar until smooth. Beat in the eggs one at a time, then stir in the vanilla. Sift in the flour, baking soda, salt and cocoa powder; mix well. Stir in the chocolate chips. Roll tablespoonfuls of dough into balls and place them one inch apart onto the prepared cookie sheets. Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 2 minutes before removing to a wire rack to cool completely."
The Best Gluten Free Vegan Chocolate Chip Cookie,"Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper. Mix flour, coconut sugar, baking powder, salt, and cinnamon together in a large bowl. Whisk maple syrup, applesauce, coconut oil, and vanilla extract together in a bowl. Add to the flour mixture; stir until dough is well combined. Fold in chocolate chips, oats, and nuts; mix to incorporate. Scoop a scant 1/4 cup of dough for each cookie; shape into a ball and place on baking sheet. Gently press to flatten. Bake in the preheated oven until set and lightly browned, about 12 minutes."
The De Leon Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets.In a large bowl, mix together the butter, brown sugar and white sugar until smooth. Beat in the eggs one at a time, then stir in the vanilla and coffee liqueur. Combine the flour, baking soda and salt; stir into the sugar mixture until well blended. Stir in chocolate chips. Drop dough by rounded tablespoonfuls 2 inches apart onto the prepared cookie sheets.Bake for 10 to 12 minutes in the preheated oven, or until golden brown. Allow cookies to cool on baking sheet for 2 minutes before removing to a wire rack to cool completely."
The Perfect Chocolate Chip Cookie,"Preheat oven to 350 degrees F (175 degrees C). Stir together the flour, baking soda and salt; set aside. In  a large bowl, cream together the vegetable oil, brown sugar and white sugar until smooth. Beat in the eggs one at a time, then stir in the vanilla and almond extracts. Blend in the dry ingredients, then fold in the chocolate chips. Drop by rounded spoonfuls onto ungreased cookie sheets. Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
The Right Choice Chocolate Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). Sift together the flour, baking soda and salt, set aside. In a medium bowl, cream the shortening with the brown sugar and white sugar. Stir in the eggs, coconut extract and milk. Then mix in the sifted dry ingredients. Finally, stir in the chocolate chips. Drop cookie dough from a spoon in golf ball sized portions onto an unprepared cookie sheet. Bake for 9 to 11 minutes in the preheated oven. Cookies should be slightly brown at the edges. Allow cookies to cool for a couple of minutes on the baking sheets before removing to cool completely on wire racks."
The Ultimate Chocolate Chip Cookie,Cream sugar into shortening.  Add milk and vanilla beat until fluffy.  Blend in egg.  Then add dry ingredients and mix well.  Stir in chips and nuts. Drop by teaspoon onto greased baking sheets and bake at 350 degrees F (175 degrees C) for 8 10 minutes for chewy cookies or 10 13 minutes for crispy cookies.  ENJOY!
Thick and Chewy Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Whisk both amounts of flour, baking soda and salt in a bowl. Beat butter, brown sugar, and pudding mix in another bowl with an electric mixer until blended; beat in egg, egg yolk, and vanilla extract until combined. Stir flour mixture into egg mixture until just combined. Fold in chocolate chips. Roll the dough into 2 inch balls and place 2 inches apart onto ungreased baking sheets. Bake until golden brown, about 15 minutes."
Thick Mint Chocolate Chip Cookies,"Preheat an oven to 375 degrees F (190 degrees C). Combine flour, cocoa, baking powder, and salt together in a bowl. Beat the butter, shortening, brown sugar, and white sugar with an electric mixer in a large bowl until smooth. Beat the whole egg into the butter mixture until completely blended, then beat in the vanilla extract and peppermint extract with the egg yolk.  Mix the flour mixture into the wet ingredients until just incorporated. Fold in the chocolate chips, mixing just enough to evenly combine. Scoop up the dough by heaping teaspoons and roll into 1/2 inch balls. Place 2 inches apart onto ungreased baking sheets. Bake in the preheated oven until the edges of the cookies become firm (the center will be slightly soft), about 10 minutes. Cool on the baking sheets for 10 minutes before removing to cool completely on a wire rack."
Tiffany's Chocolate Chip Cookies,"Preheat oven to 350 degrees F. Line cookie sheets* with Reynolds Parchment Paper; set aside. On another sheet of Reynolds(R) Parchment Paper, combine flour, baking soda, salt and cinnamon; set aside. Beat together butter, brown sugar and granulated sugar in a large mixing bowl, with an electric mixer, until light and fluffy. Beat in eggs and vanilla. Add flour mixture gradually to butter mixture; beat until well blended. Stir in chocolate chips and nuts. Drop by rounded tablespoons onto parchment lined cookie sheets. Bake 10 to 12 minutes or until lightly browned. Cool."
Tina's Shortbread Chocolate Chip Cookies,"Preheat oven to 300 degrees F (150 degrees C). Sift together the flour, baking powder and salt, set aside. In a medium bowl, cream the butter and sugar together until fluffy. Gradually stir in the dry ingredients, then stir in the walnuts and chocolate chips. Roll or scoop dough into walnut sized balls. Place them on unprepared cookie sheets 1 1/2 inches apart. Flatten cookies slightly. Bake for 15 to 20 minutes, until light golden brown. Remove from sheets to cool on racks."
Toffee Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Mix sugars, butter and shortening until light and fluffy.  Mix in egg and vanilla.  Stir in flour, baking soda, baking powder and salt.  Stir in chocolate chips and brickle chips. Drop dough by rounded teaspoons onto ungreased cookie sheet. Make 9 10 minutes until lightly brown."
Triple Chocolate Chip Cookies,"Melt butter in a small saucepan. Let butter cool and pour into a large mixing bowl. Add sugars and beat for several minutes, until mixture is creamy. Add eggs and vanilla. Beat for one minute, or until eggs dissolve into butter mixture. Combine flour, baking soda, and salt in a separate bowl. Add butter mixture, stirring well. Add chocolate chips and walnuts if desired. Refrigerate cookie dough for two hours or until firm. Preheat oven to 325 degrees F (165 degrees C). Drop by two tablespoonfuls of dough, spaced 2 inches apart on the baking sheet. Bake for 10 12 minutes, or until the cookies are lightly browned and puffed up. Cool on cookie sheet until they are firm enough to put on a wire rack."
Triple Chocolate Chunk Cookie,"Preheat oven to 375 degrees F (190 degrees C). Cream the butter or margarine with the brown sugar until light. Add the egg and mix well. Stir in the flour, ground cinnamon, baking soda and salt. Mix in the nuts and the 4 ounces of the bittersweet, milk and white chocolates. Drop dough by rounded tablespoonfuls about 2 inches apart onto ungreased cookie sheets. Bake at 375 degrees F (190 degrees C) for 8 to 10 minutes or until light golden brown. Cool slightly. Dip cooled cookies into the Three Chocolate Glaze. To Make Three Chocolate Glaze: Heat 1 teaspoon of the shortening with bittersweet chocolate over low heat, stirring constantly, until chocolate is melted and smooth. Remove from heat. Dip each cookie 1/2 inch deep into chocolate along one edge. Repeat with remaining shortening and chocolates. Rotate dipped edge of cookie for each type of chocolate."
Turtles Fudge Chocolate Chip Cookies,"Heat oven to 350 degrees F. Coat large baking sheet with no stick cooking spray. Microwave chocolate and butter in uncovered large microwave safe bowl on HIGH for 2 minutes or until butter is melted. Stir until chocolate is completely melted and smooth. Stir in sweetened condensed milk. Stir in muffin mix until completely blended. Roll tablespoonfuls of dough into balls. Dip bottoms into pecans. Place on baking sheet with nut side up, 2 inches apart. Bake 7 to 8 minutes or just until cookies look slightly crackled and centers are still soft. Immediately press a caramel candy into center of each cookie. Remove to wire rack. Swirl caramel candy gently with knife while candy is warm, if desired. Cool completely."
Ultimate High Altitude Chocolate Chip Cookies,"Preheat the oven to 350 degrees F (175 degrees C). In a large bowl, stir together the butter, white sugar and brown sugar until smooth. Mix in eggs one at a time, then stir in the vanilla. Combine the flour, baking soda and salt; stir into the batter just until blended, then mix in the chocolate chips so they are evenly distributed. Drop cookies by heaping teaspoonfuls onto ungreased cookie sheets spacing 2 inches apart. Bake in the preheated oven until the edges begin to turn golden, 12 to 15 minutes. Allow cookies to cool for a few minutes on the baking sheets before removing to wire racks to cool completely."
Urban Legend Chocolate Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). Measure oats into a blender or food processor, and then blend to a fine powder. Set aside. In a large bowl, cream together butter and sugars. Beat in the eggs one at a time, then stir in the vanilla. In a separate bowl, mix together flour, oats, salt, baking powder, and baking soda. Stir dry ingredients into creamed butter and sugar. Add chocolate chips, grated chocolate, and nuts. Drop by rounded teaspoons onto ungreased cookie sheets.  Bake for 6 to 8 minutes in the preheated oven."
Vanilla Rich Chocolate Chip Cookies,"Preheat oven to 375 degrees F. Mix flour, baking soda and salt in medium bowl. Set aside. Beat butter and sugars in large bowl with electric mixer on medium speed until light and fluffy. Add eggs and vanilla; mix well. Gradually beat in flour mixture on low speed until well mixed. Stir in chocolate chips and walnuts. Drop by rounded tablespoons about 2 inches apart onto ungreased baking sheets. Bake 8 to 10 minutes or until lightly browned. Cool on baking sheets 1 minute. Remove to wire racks; cool completely."
"Vegan Chocolate Chip, Oatmeal, and Nut Cookies","Preheat oven to 425 degrees F (220 degrees C). Oil a large baking sheet. Stir sugar, soy milk, peanut butter, canola oil, and vanilla extract together with a whisk in a large bowl until completely smooth. Mix flour, oats, baking soda, and salt in a separate bowl; add to the peanut butter mixture and stir to combine. Fold chocolate chips and walnut pieces into the flour mixture. Drop your batter by large spoonfuls onto prepared baking sheet. Bake cookies in preheated oven until browned along the edges, about 10 minutes. Cool cookies on sheet for 10 minutes before removing to a cooling rack to cool completely."
Vegan Chocolate Chocolate Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). Mix flour, chocolate chips, sugar, oil, cocoa powder, almond milk, vanilla extract, and baking powder together in a bowl. Place dough on a flat work surface and split into 4 pieces. Flatten and mold cookies into the desired shape. Arrange cookies on a small baking sheet. Bake in the preheated oven until edges are set, about 5 minutes. Cool until firm, 2 to 3 minutes."
Vegan Gluten Free Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Line 2 baking sheets with parchment paper. Beat coconut oil, brown sugar, and white sugar until creamy and fluffy, about 3 minutes. Add applesauce and vanilla extract; mix well. Add flour, baking soda, and salt; mix until well combined. Fold in chocolate chips. Drop spoonfuls of dough 2 inches apart onto the prepared baking sheets. Bake in the preheated oven until bottoms are brown and tops look a little undercooked, 8 to 10 minutes. Cool on the baking sheet for 5 minutes before removing to a wire rack to cool completely, about 10 minutes more."
Very Cranberry Chocolate Chip Cookies,"Preheat the oven to 350 degrees F (175 degrees C). In a medium bowl, mix together the brown sugar, honey, butter and peanut butter until smooth. Stir in the banana and vanilla. Combine the whole wheat flour, oat bran, oats, baking soda, salt and pumpkin pie spice in a separate bowl. Stir the dry ingredients into the wet ingredients until it forms a smooth dough. Mix in the cranberries, chocolate chips and sunflower seeds. Drop by spoonfuls onto an ungreased baking sheet. Bake for 10 to 12 minutes in the preheated oven, until cookies are lightly browned at the edges."
White Chip Chocolate Cookies,"Preheat oven to 350 degrees F (175 degrees C). In a large bowl, cream together the butter and sugar until smooth. Beat in the eggs one at a time, then stir in the vanilla. Combine the flour, cocoa, baking soda and salt; stir into the creamed mixture. Fold in the white chocolate chips. Drop by rounded teaspoonfuls onto ungreased cookie sheets. Bake for 8 to 10 minutes in the preheated oven, until cookies are set. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
White Chocolate Chip Ginger Cookies,"Preheat oven to 350 degrees F (175 degrees C). Beat butter and sugar together in a large bowl until creamy. Add egg and vanilla extract; mix well. Whisk flour, ginger, cinnamon, baking soda, baking powder, nutmeg, and cloves together in another bowl. Beat flour mixture into butter mixture until dough is just combined. Stir vanilla chips into dough. Drop dough by the 1/8 cup full 2 inches apart on a baking sheet. Bake cookies in the preheated oven until golden and soft, 10 to 11 minutes. Cool on the baking sheet for 5 minutes before transferring to a wire rack to cool completely."
White Chocolate Chip Oatmeal Cookies,"Preheat oven to 350 degrees F (175 degrees C). Lightly grease cookie sheets. In a medium bowl, cream together the butter, brown sugar and white sugar until smooth. Stir in the egg and vanilla. Sift together the flour, baking powder, baking soda and salt, stir into the creamed mixture. Finally, stir in the rolled oats, white chocolate chips and pecans. Drop by tablespoons onto the prepared cookie sheets. Bake for 10 to 12 minutes in the preheated oven. Remove from baking sheets to cool on wire racks."
White Chocolate Chunk Cookies,"In a large bowl, cream butter and shortening; gradually add sugars, beating well at medium speed with an electric mixer. Beat in egg and vanilla. Combine flour, soda, and salt; stir into creamed mixture. Stir in white chocolate and macadamia nuts. Chill dough for 1 hour. Preheat oven to 350 degrees F (175 degrees C). Lightly grease cookie sheets. Drop dough by heaping tablespoonfuls 3 inches apart onto prepared cookie sheets. Bake for 12 to 14 minutes in preheated oven. Cookies will be soft. Cool slightly on cookie sheets; transfer to wire racks to cool completely."
White Chocolate Chunk Pecan Cookies,"Blend sugar and butter together until smooth and creamy. Add the egg and vanilla; blend well. Sift together the flour, salt, and baking powder; combine these ingredients with the creamed mixture. Add chopped white chocolate and nuts. Spoon dough out onto a cookie sheet. Bake at 375 degrees F (190 degrees C) for about 5 to 10 minutes, or until golden brown on the bottom. Let cool slightly on the cookie sheet before removing, or they'll break."
Whole White Wheat and Honey Chocolate Chip Cookies,"Preheat the oven to 375 degrees F (190 degrees C). Lightly grease cookie sheets. In a large bowl, mix together the butter, honey, and powdered milk with an electric mixer. Beat in the eggs one at a time, then stir in the vanilla. Combine the flour, baking soda, and salt; stir into the honey mixture using a large spoon. Mix in pecans and chocolate chips. Drop by teaspoonfuls onto the prepared cookie sheets. Bake for 7 to 10 minutes in the preheated oven, until lightly browned. Cookies will not spread very much. Cool for a minute on the cookie sheets before removing to wire racks to cool completely."
Whole Wheat Chocolate Chip Cookies,"Preheat the oven to 375 degrees F (190 degrees C). Generously grease cookie sheets. In a medium bowl, cream together the margarine, white sugar and brown sugar until smooth. Stir in the vanilla and eggs. Combine the whole wheat flour, all purpose flour, baking soda and salt, gradually blend into the creamed mixture. Fold in chocolate chips and walnuts if desired. Drop by rounded spoonfuls onto the prepared cookie sheet. Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely. For bar cookies, press dough into a 10 by 15 inch jelly roll pan and bake for 12 to 15 minutes."
World's Greatest Chewy Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Grease a cookie sheet. In a medium bowl, cream together the butter, white sugar and brown sugar. Stir in the vanilla and egg. Add flour and baking soda, stir until everything is just combined. Don 't mix too much or the cookies won't be chewy. Drop dough by tablespoonfuls onto the prepared cookie sheet. Place chocolate chips onto the cookies. Bake for 10 to 12 minutes in the preheated oven. Remove from cookie sheet to cool on wire racks."
Yogurt Chocolate Chip Cookies,"Preheat the oven to 375 degrees F (190 degrees C). Grease cookie sheets. In a medium bowl, cream together the brown sugar, white sugar, margarine and shortening until light and fluffy. Stir in yogurt and vanilla. Combine the flour, baking soda, and salt; stir into the creamed mixture until incorporated, then mix in chocolate chips. Drop by rounded teaspoonfuls 2 inches apart onto the prepared cookie sheets. Bake for 8 to 10 minutes in the preheated oven, until the edges begin to brown. Cool for a minute on the cookie sheets before removing to wire racks to cool completely."
Yummy Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. In a large bowl, cream together the shortening, white sugar, brown sugar and honey until smooth. Beat in the eggs one at a time, then stir in the vanilla. Combine the flour, baking soda and salt; stir into the creamed mixture. Using a wooden spoon, stir in the oats, cereal, jumbo chocolate chips and milk chocolate chips. Drop by heaping teaspoonfuls onto the prepared cookie sheets. Bake for 8 to 10 minutes in the preheated oven, until golden. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
Yummy Chocolate Chip Oatmeal Cookies,"Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. In a large bowl, beat butter, eggs, and vanilla until well blended. Beat in the brown sugar and confectioners' sugar. Combine the flour, baking soda, salt and cinnamon, stir into the sugar mixture. Finally, stir in the oats and chocolate chips. Roll the dough into walnut sized balls. Place the cookies 2 inches apart onto the cookie sheets. Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
Zippy Chocolate Chip Cookies,"Preheat oven to 350 degrees F (180 degrees C). Cream butter or margarine and sugars.  Add already beaten eggs and vanilla. Mix dry ingredients together and mix with creamed mixture.  Add chocolate chips and nuts.Bake 8 to 10 minutes until done.   These are not HOT HOT. Just a little surprise, definitely a little kick, goes well with the chocolate."
